id,name,chain,volume,market_cap,floor_price,avg_price,sales,assets,owners
1605,Meta Panda Squad,Solana,514.87 SOL,10.34 SOL,0.5 SOL,1.1755 SOL,,47,33
1606,Electric Originals,Solana,30 SOL,0 SOL,1 SOL,5 SOL,,9,1
1607,Generous Giraffes,Solana,34.7 SOL,0 SOL,0.7 SOL,0.1399 SOL,,1,1
1608,Social Donkeys,Solana,124.89 SOL,0 SOL,0.4 SOL,1.086 SOL,,52,34
1609,TamaKo - Origins,Solana,504.09 SOL,0 SOL,0.8 SOL,1.1103 SOL,,39,31
1610,Kreechures,Solana,23.76 SOL,0 SOL,10 SOL,1.188 SOL,,3,3
1601,I CAN WRITE NEAT,Solana,83.2 SOL,0 SOL,20 SOL,3.2 SOL,,1,1
1602,Paragon,BSC,"9,201.54 BUSD","279,996.67 BUSD",36 BUSD,52.88 BUSD,,"8,000",841
1603,Taco Gatos,Ethereum,2.8359 ETH,0 ETH,0.034 ETH,0.03683 ETH,,799,313
1604,Angry Bunny Club,Solana,81.58 SOL,0 SOL,1.6 SOL,1.1654 SOL,,16,13
1605,Adrenaline Ghosts,Solana,81.23 SOL,0 SOL,0.5 SOL,0.5489 SOL,,35,22
1606,3D Flowers,Solana,80.86 SOL,0 SOL,--,1.6172 SOL,,0,0
1607,GALAXXIA,Solana,80.7 SOL,0 SOL,1.5 SOL,0.7404 SOL,,7,1
1608,Soulmates,Solana,80.66 SOL,0 SOL,1 SOL,0.6836 SOL,,42,17
1609,Royal Bear Zilla 3D,Solana,80.56 SOL,0 SOL,0.14 SOL,0.3533 SOL,,149,90
1610,Binance Super Meetup,BSC,"8,924.3 BUSD","34,299.54 BUSD",8 BUSD,65.62 BUSD,,"3,701","1,732"
1601,I CAN WRITE NEAT,Solana,83.2 SOL,0 SOL,20 SOL,3.2 SOL,,1,1
1602,Paragon,BSC,"9,201.54 BUSD","279,996.67 BUSD",36 BUSD,52.88 BUSD,,"8,000",841
1603,Taco Gatos,Ethereum,2.8359 ETH,0 ETH,0.034 ETH,0.03683 ETH,,799,313
1604,Angry Bunny Club,Solana,81.58 SOL,0 SOL,1.6 SOL,1.1654 SOL,,16,13
1605,Adrenaline Ghosts,Solana,81.23 SOL,0 SOL,0.5 SOL,0.5489 SOL,,35,22
1606,3D Flowers,Solana,80.86 SOL,0 SOL,--,1.6172 SOL,,0,0
1607,GALAXXIA,Solana,80.7 SOL,0 SOL,1.5 SOL,0.7404 SOL,,7,1
1608,Soulmates,Solana,80.66 SOL,0 SOL,1 SOL,0.6836 SOL,,42,17
1609,Royal Bear Zilla 3D,Solana,80.56 SOL,0 SOL,0.14 SOL,0.3533 SOL,,149,90
1610,Binance Super Meetup,BSC,"8,924.3 BUSD","34,299.54 BUSD",8 BUSD,65.62 BUSD,,"3,701","1,732"
1601,I CAN WRITE NEAT,Solana,83.2 SOL,0 SOL,20 SOL,3.2 SOL,,1,1
1602,Paragon,BSC,"9,201.54 BUSD","279,996.67 BUSD",36 BUSD,52.88 BUSD,,"8,000",841
1603,Taco Gatos,Ethereum,2.8359 ETH,0 ETH,0.034 ETH,0.03683 ETH,,799,313
1604,Angry Bunny Club,Solana,81.58 SOL,0 SOL,1.6 SOL,1.1654 SOL,,16,13
1605,Adrenaline Ghosts,Solana,81.23 SOL,0 SOL,0.5 SOL,0.5489 SOL,,35,22
1606,3D Flowers,Solana,80.86 SOL,0 SOL,--,1.6172 SOL,,0,0
1607,GALAXXIA,Solana,80.7 SOL,0 SOL,1.5 SOL,0.7404 SOL,,7,1
1608,Soulmates,Solana,80.66 SOL,0 SOL,1 SOL,0.6836 SOL,,42,17
1609,Royal Bear Zilla 3D,Solana,80.56 SOL,0 SOL,0.14 SOL,0.3533 SOL,,149,90
1610,Binance Super Meetup,BSC,"8,924.3 BUSD","34,299.54 BUSD",8 BUSD,65.62 BUSD,,"3,701","1,732"
1601,I CAN WRITE NEAT,Solana,83.2 SOL,0 SOL,20 SOL,3.2 SOL,,1,1
1602,Paragon,BSC,"9,201.54 BUSD","279,996.67 BUSD",36 BUSD,52.88 BUSD,,"8,000",841
1603,Taco Gatos,Ethereum,2.8359 ETH,0 ETH,0.034 ETH,0.03683 ETH,,799,313
1604,Angry Bunny Club,Solana,81.58 SOL,0 SOL,1.6 SOL,1.1654 SOL,,16,13
1605,Adrenaline Ghosts,Solana,81.23 SOL,0 SOL,0.5 SOL,0.5489 SOL,,35,22
1606,3D Flowers,Solana,80.86 SOL,0 SOL,--,1.6172 SOL,,0,0
1607,GALAXXIA,Solana,80.7 SOL,0 SOL,1.5 SOL,0.7404 SOL,,7,1
1608,Soulmates,Solana,80.66 SOL,0 SOL,1 SOL,0.6836 SOL,,42,17
1609,Royal Bear Zilla 3D,Solana,80.56 SOL,0 SOL,0.14 SOL,0.3533 SOL,,149,90
1610,Binance Super Meetup,BSC,"8,924.3 BUSD","34,299.54 BUSD",8 BUSD,65.62 BUSD,,"3,701","1,732"
1601,I CAN WRITE NEAT,Solana,83.2 SOL,0 SOL,20 SOL,3.2 SOL,,1,1
1602,Paragon,BSC,"9,201.54 BUSD","279,996.67 BUSD",36 BUSD,52.88 BUSD,,"8,000",841
1603,Taco Gatos,Ethereum,2.8359 ETH,0 ETH,0.034 ETH,0.03683 ETH,,799,313
1604,Angry Bunny Club,Solana,81.58 SOL,0 SOL,1.6 SOL,1.1654 SOL,,16,13
1605,Adrenaline Ghosts,Solana,81.23 SOL,0 SOL,0.5 SOL,0.5489 SOL,,35,22
1606,3D Flowers,Solana,80.86 SOL,0 SOL,--,1.6172 SOL,,0,0
1607,GALAXXIA,Solana,80.7 SOL,0 SOL,1.5 SOL,0.7404 SOL,,7,1
1608,Soulmates,Solana,80.66 SOL,0 SOL,1 SOL,0.6836 SOL,,42,17
1609,Royal Bear Zilla 3D,Solana,80.56 SOL,0 SOL,0.14 SOL,0.3533 SOL,,149,90
1610,Binance Super Meetup,BSC,"8,924.3 BUSD","34,299.54 BUSD",8 BUSD,65.62 BUSD,,"3,701","1,732"
1601,I CAN WRITE NEAT,Solana,83.2 SOL,0 SOL,20 SOL,3.2 SOL,,1,1
1602,Paragon,BSC,"9,201.54 BUSD","279,996.67 BUSD",36 BUSD,52.88 BUSD,,"8,000",841
1603,Taco Gatos,Ethereum,2.8359 ETH,0 ETH,0.034 ETH,0.03683 ETH,,799,313
1604,Angry Bunny Club,Solana,81.58 SOL,0 SOL,1.6 SOL,1.1654 SOL,,16,13
1605,Adrenaline Ghosts,Solana,81.23 SOL,0 SOL,0.5 SOL,0.5489 SOL,,35,22
1606,3D Flowers,Solana,80.86 SOL,0 SOL,--,1.6172 SOL,,0,0
1607,GALAXXIA,Solana,80.7 SOL,0 SOL,1.5 SOL,0.7404 SOL,,7,1
1608,Soulmates,Solana,80.66 SOL,0 SOL,1 SOL,0.6836 SOL,,42,17
1609,Royal Bear Zilla 3D,Solana,80.56 SOL,0 SOL,0.14 SOL,0.3533 SOL,,149,90
1610,Binance Super Meetup,BSC,"8,924.3 BUSD","34,299.54 BUSD",8 BUSD,65.62 BUSD,,"3,701","1,732"
1701,MaoDaoLabs,,0,0,--,0,,0,2
1702,Orlinski Halloween,BSC,"3,333.1 BUSD",--,240 BUSD,196.06 BUSD,,180,38
1703,CustomHorror,BSC,76.5 BUSD,--,200 BUSD,76.5 BUSD,,23,11
1704,Binance NFT Bootcamp,BSC,50 BUSD,--,175 BUSD,50 BUSD,,200,197
1705,Lucky Duckies Originals,BSC,749 BUSD,--,475 BUSD,249.67 BUSD,,100,88
1706,AP N Card,BSC,285 BUSD,--,22 BUSD,35.63 BUSD,,50,40
1707,Infinity Headset Genesis,,60.67 BUSD,0 BUSD,256.87 BUSD,60.67 BUSD,,491,5
1708,AP N Card 4,BSC,0 BUSD,--,23 BUSD,0 BUSD,,50,43
1709,Binance NFT Super Meetup,BSC,0 BUSD,--,"3,000 BUSD",0 BUSD,,50,44
1710,Pigletz Mystery Boxes,BSC,196,--,--,196,,111,1
1701,Bōkun Geckos,Solana,55.46 SOL,0 SOL,7 SOL,0.2046 SOL,,3,2
1702,Scary Panthers,Ethereum,1.9069 ETH,0 ETH,0.003 ETH,0.03892 ETH,,888,292
1703,Solamids,Solana,54.76 SOL,0 SOL,4 SOL,0.8556 SOL,,4,2
1704,ZeniconStudio,BSC,"6,013.46 BUSD",--,300 BUSD,429.53 BUSD,,203,117
1705,Ape Society,Ethereum,1.8741 ETH,35.58 ETH,0.04 ETH,0.07809 ETH,,445,239
1706,SharkzWorld,Ethereum,1.8725 ETH,0 ETH,0.015 ETH,0.09855 ETH,,411,183
1707,Baby Wukongs,Solana,54.1 SOL,0 SOL,0.15 SOL,0.588 SOL,,2,1
1708,Shameless Pleasure,Solana,54.06 SOL,0 SOL,1.49 SOL,1.59 SOL,,14,3
1709, Monkey League,Solana,54 SOL,0 SOL,9.5 SOL,5.4 SOL,,2,2
1710,SOLdreams,Solana,53.92 SOL,0 SOL,0.99 SOL,1.4189 SOL,,19,8
1701,Bōkun Geckos,Solana,55.46 SOL,0 SOL,7 SOL,0.2046 SOL,,3,2
1702,Scary Panthers,Ethereum,1.9069 ETH,0 ETH,0.003 ETH,0.03892 ETH,,888,292
1703,Solamids,Solana,54.76 SOL,0 SOL,4 SOL,0.8556 SOL,,4,2
1704,ZeniconStudio,BSC,"6,013.46 BUSD",--,300 BUSD,429.53 BUSD,,203,117
1705,Ape Society,Ethereum,1.8741 ETH,35.58 ETH,0.04 ETH,0.07809 ETH,,445,239
1706,SharkzWorld,Ethereum,1.8725 ETH,0 ETH,0.015 ETH,0.09855 ETH,,411,183
1707,Baby Wukongs,Solana,54.1 SOL,0 SOL,0.15 SOL,0.588 SOL,,2,1
1708,Shameless Pleasure,Solana,54.06 SOL,0 SOL,1.49 SOL,1.59 SOL,,14,3
1709, Monkey League,Solana,54 SOL,0 SOL,9.5 SOL,5.4 SOL,,2,2
1710,SOLdreams,Solana,53.92 SOL,0 SOL,0.99 SOL,1.4189 SOL,,19,8
1701,Bōkun Geckos,Solana,55.46 SOL,0 SOL,7 SOL,0.2046 SOL,,3,2
1702,Scary Panthers,Ethereum,1.9069 ETH,0 ETH,0.003 ETH,0.03892 ETH,,888,292
1703,Solamids,Solana,54.76 SOL,0 SOL,4 SOL,0.8556 SOL,,4,2
1704,ZeniconStudio,BSC,"6,013.46 BUSD",--,300 BUSD,429.53 BUSD,,203,117
1705,Ape Society,Ethereum,1.8741 ETH,35.58 ETH,0.04 ETH,0.07809 ETH,,445,239
1706,SharkzWorld,Ethereum,1.8725 ETH,0 ETH,0.015 ETH,0.09855 ETH,,411,183
1707,Baby Wukongs,Solana,54.1 SOL,0 SOL,0.15 SOL,0.588 SOL,,2,1
1708,Shameless Pleasure,Solana,54.06 SOL,0 SOL,1.49 SOL,1.59 SOL,,14,3
1709, Monkey League,Solana,54 SOL,0 SOL,9.5 SOL,5.4 SOL,,2,2
1710,SOLdreams,Solana,53.92 SOL,0 SOL,0.99 SOL,1.4189 SOL,,19,8
1701,Bōkun Geckos,Solana,55.46 SOL,0 SOL,7 SOL,0.2046 SOL,,3,2
1702,Scary Panthers,Ethereum,1.9069 ETH,0 ETH,0.003 ETH,0.03892 ETH,,888,292
1703,Solamids,Solana,54.76 SOL,0 SOL,4 SOL,0.8556 SOL,,4,2
1704,ZeniconStudio,BSC,"6,013.46 BUSD",--,300 BUSD,429.53 BUSD,,203,117
1705,Ape Society,Ethereum,1.8741 ETH,35.58 ETH,0.04 ETH,0.07809 ETH,,445,239
1706,SharkzWorld,Ethereum,1.8725 ETH,0 ETH,0.015 ETH,0.09855 ETH,,411,183
1707,Baby Wukongs,Solana,54.1 SOL,0 SOL,0.15 SOL,0.588 SOL,,2,1
1708,Shameless Pleasure,Solana,54.06 SOL,0 SOL,1.49 SOL,1.59 SOL,,14,3
1709, Monkey League,Solana,54 SOL,0 SOL,9.5 SOL,5.4 SOL,,2,2
1710,SOLdreams,Solana,53.92 SOL,0 SOL,0.99 SOL,1.4189 SOL,,19,8
1701,Bōkun Geckos,Solana,55.46 SOL,0 SOL,7 SOL,0.2046 SOL,,3,2
1702,Scary Panthers,Ethereum,1.9069 ETH,0 ETH,0.003 ETH,0.03892 ETH,,888,292
1703,Solamids,Solana,54.76 SOL,0 SOL,4 SOL,0.8556 SOL,,4,2
1704,ZeniconStudio,BSC,"6,013.46 BUSD",--,300 BUSD,429.53 BUSD,,203,117
1705,Ape Society,Ethereum,1.8741 ETH,35.58 ETH,0.04 ETH,0.07809 ETH,,445,239
1706,SharkzWorld,Ethereum,1.8725 ETH,0 ETH,0.015 ETH,0.09855 ETH,,411,183
1707,Baby Wukongs,Solana,54.1 SOL,0 SOL,0.15 SOL,0.588 SOL,,2,1
1708,Shameless Pleasure,Solana,54.06 SOL,0 SOL,1.49 SOL,1.59 SOL,,14,3
1709, Monkey League,Solana,54 SOL,0 SOL,9.5 SOL,5.4 SOL,,2,2
1710,SOLdreams,Solana,53.92 SOL,0 SOL,0.99 SOL,1.4189 SOL,,19,8
1701,Bōkun Geckos,Solana,55.46 SOL,0 SOL,7 SOL,0.2046 SOL,,3,2
1702,Scary Panthers,Ethereum,1.9069 ETH,0 ETH,0.003 ETH,0.03892 ETH,,888,292
1703,Solamids,Solana,54.76 SOL,0 SOL,4 SOL,0.8556 SOL,,4,2
1704,ZeniconStudio,BSC,"6,013.46 BUSD",--,300 BUSD,429.53 BUSD,,203,117
1705,Ape Society,Ethereum,1.8741 ETH,35.58 ETH,0.04 ETH,0.07809 ETH,,445,239
1706,SharkzWorld,Ethereum,1.8725 ETH,0 ETH,0.015 ETH,0.09855 ETH,,411,183
1707,Baby Wukongs,Solana,54.1 SOL,0 SOL,0.15 SOL,0.588 SOL,,2,1
1708,Shameless Pleasure,Solana,54.06 SOL,0 SOL,1.49 SOL,1.59 SOL,,14,3
1709, Monkey League,Solana,54 SOL,0 SOL,9.5 SOL,5.4 SOL,,2,2
1710,SOLdreams,Solana,53.92 SOL,0 SOL,0.99 SOL,1.4189 SOL,,19,8
1801,Pineapples Day Out,Ethereum,14.5 ETH,0 ETH,0.0085 ETH,0.0254 ETH,,"5,000","1,311"
1802,Glue Factory Show,Ethereum,"1,220.27 ETH",197.65 ETH,0.0145 ETH,0.148 ETH,,"10,000","3,512"
1803,Bit Hotel,BSC,"93,325.15 BUSD",--,395 BUSD,740.68 BUSD,,--,32
1804,usermint 100,BSC,214,--,--,107,,63,5
1805,Aiternate ,Solana,21.21 SOL,0 SOL,10 SOL,2.121 SOL,,1,1
1806,Le Bel Anus,Solana,187.33 SOL,"1,399.22 SOL",1 SOL,9.8595 SOL,,97,55
1807,4 SEASONS MONROE,BSC,89 BUSD,--,70 BUSD,44.5 BUSD,,28,28
1808,Valiant Universe Punk Mambo,Ethereum,43.12 ETH,205.65 ETH,0.039 ETH,0.09135 ETH,,"4,001","1,103"
1809,Layer 1 Token Learn & Earn,BSC,88.61 BUSD,"1,250 BUSD",20 BUSD,17.72 BUSD,,100,99
1810,Voice Life Fractional NFT,BSC,"1,074,500 BUSD","1,235,500 BUSD","12,999 BUSD","3,500 BUSD",,353,42
1801,Solzoo Series 1,Solana,37.9 SOL,0 SOL,0.2 SOL,0.4032 SOL,,58,16
1802,Bear Federation,Solana,37.82 SOL,0 SOL,0.2 SOL,0.9005 SOL,,2,2
1803,PLUS QUAM,Solana,37.8 SOL,0 SOL,--,2.7 SOL,,0,0
1804,Wool Capital Group,Solana,37.7 SOL,0 SOL,0.06 SOL,0.4189 SOL,,55,34
1805,O-Town - La Cosa Ostra,Ethereum,1.293 ETH,45.03 ETH,0.07 ETH,0.05622 ETH,,"1,021",296
1806,Unicorn Exec Club,Solana,37.4 SOL,0 SOL,0.89 SOL,0.7792 SOL,,7,5
1807,NFT Mint Watch,Solana,37.22 SOL,0 SOL,0.1 SOL,0.1266 SOL,,93,39
1808,gmoot poems,Solana,37.2 SOL,0 SOL,5 SOL,0.3875 SOL,,7,6
1809,Orcanauts,Solana,37.18 SOL,0 SOL,1 SOL,3.718 SOL,,11,11
1810,Wiz NFT Collection ,Solana,37.17 SOL,0 SOL,0.08 SOL,0.2998 SOL,,60,45
1801,Solzoo Series 1,Solana,37.9 SOL,0 SOL,0.2 SOL,0.4032 SOL,,58,16
1802,Bear Federation,Solana,37.82 SOL,0 SOL,0.2 SOL,0.9005 SOL,,2,2
1803,PLUS QUAM,Solana,37.8 SOL,0 SOL,--,2.7 SOL,,0,0
1804,Wool Capital Group,Solana,37.7 SOL,0 SOL,0.06 SOL,0.4189 SOL,,55,34
1805,O-Town - La Cosa Ostra,Ethereum,1.293 ETH,45.03 ETH,0.07 ETH,0.05622 ETH,,"1,021",296
1806,Unicorn Exec Club,Solana,37.4 SOL,0 SOL,0.89 SOL,0.7792 SOL,,7,5
1807,NFT Mint Watch,Solana,37.22 SOL,0 SOL,0.1 SOL,0.1266 SOL,,93,39
1808,gmoot poems,Solana,37.2 SOL,0 SOL,5 SOL,0.3875 SOL,,7,6
1809,Orcanauts,Solana,37.18 SOL,0 SOL,1 SOL,3.718 SOL,,11,11
1810,Wiz NFT Collection ,Solana,37.17 SOL,0 SOL,0.08 SOL,0.2998 SOL,,60,45
1801,Solzoo Series 1,Solana,37.9 SOL,0 SOL,0.2 SOL,0.4032 SOL,,58,16
1802,Bear Federation,Solana,37.82 SOL,0 SOL,0.2 SOL,0.9005 SOL,,2,2
1803,PLUS QUAM,Solana,37.8 SOL,0 SOL,--,2.7 SOL,,0,0
1804,Wool Capital Group,Solana,37.7 SOL,0 SOL,0.06 SOL,0.4189 SOL,,55,34
1805,O-Town - La Cosa Ostra,Ethereum,1.293 ETH,45.03 ETH,0.07 ETH,0.05622 ETH,,"1,021",296
1806,Unicorn Exec Club,Solana,37.4 SOL,0 SOL,0.89 SOL,0.7792 SOL,,7,5
1807,NFT Mint Watch,Solana,37.22 SOL,0 SOL,0.1 SOL,0.1266 SOL,,93,39
1808,gmoot poems,Solana,37.2 SOL,0 SOL,5 SOL,0.3875 SOL,,7,6
1809,Orcanauts,Solana,37.18 SOL,0 SOL,1 SOL,3.718 SOL,,11,11
1810,Wiz NFT Collection ,Solana,37.17 SOL,0 SOL,0.08 SOL,0.2998 SOL,,60,45
1801,Solzoo Series 1,Solana,37.9 SOL,0 SOL,0.2 SOL,0.4032 SOL,,58,16
1802,Bear Federation,Solana,37.82 SOL,0 SOL,0.2 SOL,0.9005 SOL,,2,2
1803,PLUS QUAM,Solana,37.8 SOL,0 SOL,--,2.7 SOL,,0,0
1804,Wool Capital Group,Solana,37.7 SOL,0 SOL,0.06 SOL,0.4189 SOL,,55,34
1805,O-Town - La Cosa Ostra,Ethereum,1.293 ETH,45.03 ETH,0.07 ETH,0.05622 ETH,,"1,021",296
1806,Unicorn Exec Club,Solana,37.4 SOL,0 SOL,0.89 SOL,0.7792 SOL,,7,5
1807,NFT Mint Watch,Solana,37.22 SOL,0 SOL,0.1 SOL,0.1266 SOL,,93,39
1808,gmoot poems,Solana,37.2 SOL,0 SOL,5 SOL,0.3875 SOL,,7,6
1809,Orcanauts,Solana,37.18 SOL,0 SOL,1 SOL,3.718 SOL,,11,11
1810,Wiz NFT Collection ,Solana,37.17 SOL,0 SOL,0.08 SOL,0.2998 SOL,,60,45
1801,Solzoo Series 1,Solana,37.9 SOL,0 SOL,0.2 SOL,0.4032 SOL,,58,16
1802,Bear Federation,Solana,37.82 SOL,0 SOL,0.2 SOL,0.9005 SOL,,2,2
1803,PLUS QUAM,Solana,37.8 SOL,0 SOL,--,2.7 SOL,,0,0
1804,Wool Capital Group,Solana,37.7 SOL,0 SOL,0.06 SOL,0.4189 SOL,,55,34
1805,O-Town - La Cosa Ostra,Ethereum,1.293 ETH,45.03 ETH,0.07 ETH,0.05622 ETH,,"1,021",296
1806,Unicorn Exec Club,Solana,37.4 SOL,0 SOL,0.89 SOL,0.7792 SOL,,7,5
1807,NFT Mint Watch,Solana,37.22 SOL,0 SOL,0.1 SOL,0.1266 SOL,,93,39
1808,gmoot poems,Solana,37.2 SOL,0 SOL,5 SOL,0.3875 SOL,,7,6
1809,Orcanauts,Solana,37.18 SOL,0 SOL,1 SOL,3.718 SOL,,11,11
1810,Wiz NFT Collection ,Solana,37.17 SOL,0 SOL,0.08 SOL,0.2998 SOL,,60,45
1801,Solzoo Series 1,Solana,37.9 SOL,0 SOL,0.2 SOL,0.4032 SOL,,58,16
1802,Bear Federation,Solana,37.82 SOL,0 SOL,0.2 SOL,0.9005 SOL,,2,2
1803,PLUS QUAM,Solana,37.8 SOL,0 SOL,--,2.7 SOL,,0,0
1804,Wool Capital Group,Solana,37.7 SOL,0 SOL,0.06 SOL,0.4189 SOL,,55,34
1805,O-Town - La Cosa Ostra,Ethereum,1.293 ETH,45.03 ETH,0.07 ETH,0.05622 ETH,,"1,021",296
1806,Unicorn Exec Club,Solana,37.4 SOL,0 SOL,0.89 SOL,0.7792 SOL,,7,5
1807,NFT Mint Watch,Solana,37.22 SOL,0 SOL,0.1 SOL,0.1266 SOL,,93,39
1808,gmoot poems,Solana,37.2 SOL,0 SOL,5 SOL,0.3875 SOL,,7,6
1809,Orcanauts,Solana,37.18 SOL,0 SOL,1 SOL,3.718 SOL,,11,11
1810,Wiz NFT Collection ,Solana,37.17 SOL,0 SOL,0.08 SOL,0.2998 SOL,,60,45
1901,DIAMOND UNICORNO,BSC,245 BUSD,--,"5,555 BUSD",122.5 BUSD,,10,5
1902,TraderWagon,BSC,40 BUSD,"1,610 BUSD",17 BUSD,10 BUSD,,161,66
1903,The POTUS TRUMP NFT Collection,Solana,16.96 SOL,0 SOL,0.3 SOL,1.06 SOL,,215,84
1904,Lunar Tigers,Ethereum,0 ETH,0 ETH,0.05 ETH,0 ETH,,221,88
1905,Cryptoverse - SMALL ESTATE,BSC,"31,200",--,--,"5,200",,80,2
1906,AcknoLedger Genesis NFTs,BSC,"1,224.23 BUSD",--,622 BUSD,408.08 BUSD,,"5,000",4
1907,WOMAN WARRIOR CHESS ,Solana,13 SOL,0 SOL,2 SOL,2.6 SOL,,4,1
1908,B4C 2ND COLLECTION,Solana,15.3 SOL,0 SOL,0.43 SOL,0.5464 SOL,,47,7
1909,SolShes,Solana,194 SOL,175.5 SOL,6 SOL,6.2581 SOL,,27,17
1910,Bahrain Event NFT,BSC,249.59 BUSD,"12,164.01 BUSD",425.8 BUSD,22.69 BUSD,,511,256
1901,Moonicorns,Solana,28 SOL,0 SOL,100 SOL,0.2979 SOL,,1,1
1902,Alpha Kongz,Solana,28 SOL,0 SOL,1.5 SOL,2 SOL,,3,2
1903,Rogue Sharks™ NFT,Solana,27.98 SOL,0 SOL,0.5 SOL,2.798 SOL,,5,4
1904,SolPunks in Lego,Solana,27.88 SOL,0 SOL,0.15 SOL,0.2323 SOL,,502,12
1905,Gori Gorilla,Solana,27.84 SOL,0 SOL,0.1 SOL,0.1481 SOL,,50,19
1906,kongkhanun,BSC,"3,083.36 BUSD",--,115 BUSD,128.47 BUSD,,127,62
1907,The Beginning,Solana,27.6 SOL,0 SOL,4.7 SOL,4.6 SOL,,1,1
1908,Fluffy Heads,Solana,27.54 SOL,0 SOL,0.02 SOL,0.1102 SOL,,84,51
1909,Gaikotsu Demons,Solana,27.52 SOL,0 SOL,0.09 SOL,0.2959 SOL,,42,25
1910,Degen Lady Ape,Solana,27.32 SOL,0 SOL,0.04 SOL,0.2203 SOL,,69,39
1901,Moonicorns,Solana,28 SOL,0 SOL,100 SOL,0.2979 SOL,,1,1
1902,Alpha Kongz,Solana,28 SOL,0 SOL,1.5 SOL,2 SOL,,3,2
1903,Rogue Sharks™ NFT,Solana,27.98 SOL,0 SOL,0.5 SOL,2.798 SOL,,5,4
1904,SolPunks in Lego,Solana,27.88 SOL,0 SOL,0.15 SOL,0.2323 SOL,,502,12
1905,Gori Gorilla,Solana,27.84 SOL,0 SOL,0.1 SOL,0.1481 SOL,,50,19
1906,kongkhanun,BSC,"3,083.36 BUSD",--,115 BUSD,128.47 BUSD,,127,62
1907,The Beginning,Solana,27.6 SOL,0 SOL,4.7 SOL,4.6 SOL,,1,1
1908,Fluffy Heads,Solana,27.54 SOL,0 SOL,0.02 SOL,0.1102 SOL,,84,51
1909,Gaikotsu Demons,Solana,27.52 SOL,0 SOL,0.09 SOL,0.2959 SOL,,42,25
1910,Degen Lady Ape,Solana,27.32 SOL,0 SOL,0.04 SOL,0.2203 SOL,,69,39
1901,Moonicorns,Solana,28 SOL,0 SOL,100 SOL,0.2979 SOL,,1,1
1902,Alpha Kongz,Solana,28 SOL,0 SOL,1.5 SOL,2 SOL,,3,2
1903,Rogue Sharks™ NFT,Solana,27.98 SOL,0 SOL,0.5 SOL,2.798 SOL,,5,4
1904,SolPunks in Lego,Solana,27.88 SOL,0 SOL,0.15 SOL,0.2323 SOL,,502,12
1905,Gori Gorilla,Solana,27.84 SOL,0 SOL,0.1 SOL,0.1481 SOL,,50,19
1906,kongkhanun,BSC,"3,083.36 BUSD",--,115 BUSD,128.47 BUSD,,127,62
1907,The Beginning,Solana,27.6 SOL,0 SOL,4.7 SOL,4.6 SOL,,1,1
1908,Fluffy Heads,Solana,27.54 SOL,0 SOL,0.02 SOL,0.1102 SOL,,84,51
1909,Gaikotsu Demons,Solana,27.52 SOL,0 SOL,0.09 SOL,0.2959 SOL,,42,25
1910,Degen Lady Ape,Solana,27.32 SOL,0 SOL,0.04 SOL,0.2203 SOL,,69,39
1901,Moonicorns,Solana,28 SOL,0 SOL,100 SOL,0.2979 SOL,,1,1
1902,Alpha Kongz,Solana,28 SOL,0 SOL,1.5 SOL,2 SOL,,3,2
1903,Rogue Sharks™ NFT,Solana,27.98 SOL,0 SOL,0.5 SOL,2.798 SOL,,5,4
1904,SolPunks in Lego,Solana,27.88 SOL,0 SOL,0.15 SOL,0.2323 SOL,,502,12
1905,Gori Gorilla,Solana,27.84 SOL,0 SOL,0.1 SOL,0.1481 SOL,,50,19
1906,kongkhanun,BSC,"3,083.36 BUSD",--,115 BUSD,128.47 BUSD,,127,62
1907,The Beginning,Solana,27.6 SOL,0 SOL,4.7 SOL,4.6 SOL,,1,1
1908,Fluffy Heads,Solana,27.54 SOL,0 SOL,0.02 SOL,0.1102 SOL,,84,51
1909,Gaikotsu Demons,Solana,27.52 SOL,0 SOL,0.09 SOL,0.2959 SOL,,42,25
1910,Degen Lady Ape,Solana,27.32 SOL,0 SOL,0.04 SOL,0.2203 SOL,,69,39
1901,Moonicorns,Solana,28 SOL,0 SOL,100 SOL,0.2979 SOL,,1,1
1902,Alpha Kongz,Solana,28 SOL,0 SOL,1.5 SOL,2 SOL,,3,2
1903,Rogue Sharks™ NFT,Solana,27.98 SOL,0 SOL,0.5 SOL,2.798 SOL,,5,4
1904,SolPunks in Lego,Solana,27.88 SOL,0 SOL,0.15 SOL,0.2323 SOL,,502,12
1905,Gori Gorilla,Solana,27.84 SOL,0 SOL,0.1 SOL,0.1481 SOL,,50,19
1906,kongkhanun,BSC,"3,083.36 BUSD",--,115 BUSD,128.47 BUSD,,127,62
1907,The Beginning,Solana,27.6 SOL,0 SOL,4.7 SOL,4.6 SOL,,1,1
1908,Fluffy Heads,Solana,27.54 SOL,0 SOL,0.02 SOL,0.1102 SOL,,84,51
1909,Gaikotsu Demons,Solana,27.52 SOL,0 SOL,0.09 SOL,0.2959 SOL,,42,25
1910,Degen Lady Ape,Solana,27.32 SOL,0 SOL,0.04 SOL,0.2203 SOL,,69,39
1901,Moonicorns,Solana,28 SOL,0 SOL,100 SOL,0.2979 SOL,,1,1
1902,Alpha Kongz,Solana,28 SOL,0 SOL,1.5 SOL,2 SOL,,3,2
1903,Rogue Sharks™ NFT,Solana,27.98 SOL,0 SOL,0.5 SOL,2.798 SOL,,5,4
